fdc_id,description,protein,calories,sugar,sodium,portion_description,gram_weight
2705384,"Milk, NFS",3.33,52,4.88,39,Guideline amount per cup of hot cereal,61
2705384,"Milk, NFS",3.33,52,4.88,39,1 individual school container,244
2705384,"Milk, NFS",3.33,52,4.88,39,Quantity not specified,244
2705384,"Milk, NFS",3.33,52,4.88,39,1 fl oz,30.5
2705384,"Milk, NFS",3.33,52,4.88,39,1 cup,244
2705384,"Milk, NFS",3.33,52,4.88,39,Guideline amount per fl oz of beverage,2.5
2705385,"Milk, whole",3.27,61,4.81,38,Guideline amount per fl oz of beverage,2.5
2705385,"Milk, whole",3.27,61,4.81,38,Quantity not specified,244
2705385,"Milk, whole",3.27,61,4.81,38,Guideline amount per cup of hot cereal,61
2705385,"Milk, whole",3.27,61,4.81,38,1 individual school container,244
2705385,"Milk, whole",3.27,61,4.81,38,1 cup,244
2705385,"Milk, whole",3.27,61,4.81,38,1 fl oz,30.5
2705386,"Milk, reduced fat (2%)",3.36,50,4.89,39,1 individual school container,244
2705386,"Milk, reduced fat (2%)",3.36,50,4.89,39,1 cup,244
2705386,"Milk, reduced fat (2%)",3.36,50,4.89,39,1 fl oz,30.5
2705386,"Milk, reduced fat (2%)",3.36,50,4.89,39,Guideline amount per cup of hot cereal,61
2705386,"Milk, reduced fat (2%)",3.36,50,4.89,39,Quantity not specified,244
2705386,"Milk, reduced fat (2%)",3.36,50,4.89,39,Guideline amount per fl oz of beverage,2.5
2705387,"Milk, low fat (1%)",3.38,43,4.96,39,1 individual school container,244
2705387,"Milk, low fat (1%)",3.38,43,4.96,39,Guideline amount per cup of hot cereal,61
2705387,"Milk, low fat (1%)",3.38,43,4.96,39,1 cup,244
2705387,"Milk, low fat (1%)",3.38,43,4.96,39,Quantity not specified,244
2705387,"Milk, low fat (1%)",3.38,43,4.96,39,1 fl oz,30.5
2705387,"Milk, low fat (1%)",3.38,43,4.96,39,Guideline amount per fl oz of beverage,2.5
2705388,"Milk, fat free (skim)",3.43,34,5.05,41,1 individual school container,244
2705388,"Milk, fat free (skim)",3.43,34,5.05,41,Guideline amount per cup of hot cereal,61
2705388,"Milk, fat free (skim)",3.43,34,5.05,41,Guideline amount per fl oz of beverage,2.5
2705388,"Milk, fat free (skim)",3.43,34,5.05,41,1 fl oz,30.5
2705388,"Milk, fat free (skim)",3.43,34,5.05,41,1 cup,244
2705388,"Milk, fat free (skim)",3.43,34,5.05,41,Quantity not specified,244
2705389,"Milk, lactose free, low fat (1%)",3.38,43,4.96,39,Guideline amount per cup of hot cereal,61
2705389,"Milk, lactose free, low fat (1%)",3.38,43,4.96,39,1 cup,244
2705389,"Milk, lactose free, low fat (1%)",3.38,43,4.96,39,Quantity not specified,244
2705389,"Milk, lactose free, low fat (1%)",3.38,43,4.96,39,Guideline amount per fl oz of beverage,2.5
2705389,"Milk, lactose free, low fat (1%)",3.38,43,4.96,39,1 fl oz,30.5
2705390,"Milk, lactose free, fat free (skim)",3.43,34,5.05,41,Guideline amount per fl oz of beverage,2.5
2705390,"Milk, lactose free, fat free (skim)",3.43,34,5.05,41,Guideline amount per cup of hot cereal,61
2705390,"Milk, lactose free, fat free (skim)",3.43,34,5.05,41,1 fl oz,30.5
2705390,"Milk, lactose free, fat free (skim)",3.43,34,5.05,41,1 cup,244
2705390,"Milk, lactose free, fat free (skim)",3.43,34,5.05,41,Quantity not specified,244
2705391,"Milk, lactose free, reduced fat (2%)",3.36,50,4.89,39,1 cup,244
2705391,"Milk, lactose free, reduced fat (2%)",3.36,50,4.89,39,Guideline amount per fl oz of beverage,2.5
2705391,"Milk, lactose free, reduced fat (2%)",3.36,50,4.89,39,Quantity not specified,244
2705391,"Milk, lactose free, reduced fat (2%)",3.36,50,4.89,39,Guideline amount per cup of hot cereal,61
2705391,"Milk, lactose free, reduced fat (2%)",3.36,50,4.89,39,1 fl oz,30.5
2705392,"Milk, lactose free, whole",3.27,61,4.81,38,Quantity not specified,244
2705392,"Milk, lactose free, whole",3.27,61,4.81,38,Guideline amount per cup of hot cereal,61
2705392,"Milk, lactose free, whole",3.27,61,4.81,38,Guideline amount per fl oz of beverage,2.5
2705392,"Milk, lactose free, whole",3.27,61,4.81,38,1 cup,244
2705392,"Milk, lactose free, whole",3.27,61,4.81,38,1 fl oz,30.5
2705393,Buttermilk,3.46,43,5.36,92,1 cup,244
2705393,Buttermilk,3.46,43,5.36,92,1 fl oz,30.5
2705393,Buttermilk,3.46,43,5.36,92,Quantity not specified,244
2705394,Kefir,3.59,52,6.91,38,1 fl oz,30.5
2705394,Kefir,3.59,52,6.91,38,Quantity not specified,244
2705394,Kefir,3.59,52,6.91,38,1 cup,244
2705395,Goat milk,3.56,69,4.45,50,Quantity not specified,244
2705395,Goat milk,3.56,69,4.45,50,1 fl oz,30.5
2705395,Goat milk,3.56,69,4.45,50,Guideline amount per fl oz of beverage,2.5
2705395,Goat milk,3.56,69,4.45,50,1 cup,244
2705395,Goat milk,3.56,69,4.45,50,Guideline amount per cup of hot cereal,61
2705396,"Milk, dry, reconstituted, nonfat",3.2,32,4.6,51,Guideline amount per cup of hot cereal,61
2705396,"Milk, dry, reconstituted, nonfat",3.2,32,4.6,51,Quantity not specified,244
2705396,"Milk, dry, reconstituted, nonfat",3.2,32,4.6,51,1 cup,244
2705396,"Milk, dry, reconstituted, nonfat",3.2,32,4.6,51,Guideline amount per fl oz of beverage,2.5
2705396,"Milk, dry, reconstituted, nonfat",3.2,32,4.6,51,1 fl oz,30.5
2705397,"Milk, dry, reconstituted, whole",4.01,76,5.86,60,Guideline amount per cup of hot cereal,61
2705397,"Milk, dry, reconstituted, whole",4.01,76,5.86,60,1 fl oz,30.5
2705397,"Milk, dry, reconstituted, whole",4.01,76,5.86,60,1 cup,244
2705397,"Milk, dry, reconstituted, whole",4.01,76,5.86,60,Quantity not specified,244
2705397,"Milk, dry, reconstituted, whole",4.01,76,5.86,60,Guideline amount per fl oz of beverage,2.5
2705398,"Milk, evaporated, NS as to fat content",6.81,134,10.04,106,1 fl oz,31.5
2705398,"Milk, evaporated, NS as to fat content",6.81,134,10.04,106,Guideline amount per fl oz of beverage,2.6
2705398,"Milk, evaporated, NS as to fat content",6.81,134,10.04,106,Quantity not specified,16
2705398,"Milk, evaporated, NS as to fat content",6.81,134,10.04,106,Guideline amount per cup of hot cereal,63
2705398,"Milk, evaporated, NS as to fat content",6.81,134,10.04,106,1 cup,252
2705399,"Milk, evaporated, whole",6.81,134,10.04,106,1 fl oz,31.5
2705399,"Milk, evaporated, whole",6.81,134,10.04,106,Guideline amount per cup of hot cereal,63
2705399,"Milk, evaporated, whole",6.81,134,10.04,106,Quantity not specified,16
2705399,"Milk, evaporated, whole",6.81,134,10.04,106,1 cup,252
2705399,"Milk, evaporated, whole",6.81,134,10.04,106,Guideline amount per fl oz of beverage,2.6
2705400,"Milk, evaporated, reduced fat (2%)",7.42,92,11.15,113,1 fl oz,31.5
2705400,"Milk, evaporated, reduced fat (2%)",7.42,92,11.15,113,Quantity not specified,16
2705400,"Milk, evaporated, reduced fat (2%)",7.42,92,11.15,113,Guideline amount per cup of hot cereal,63
2705400,"Milk, evaporated, reduced fat (2%)",7.42,92,11.15,113,1 cup,252
2705401,"Milk, evaporated, fat free (skim)",7.55,78,11.35,115,1 fl oz,31.5
2705401,"Milk, evaporated, fat free (skim)",7.55,78,11.35,115,Quantity not specified,16
2705401,"Milk, evaporated, fat free (skim)",7.55,78,11.35,115,Guideline amount per cup of hot cereal,63
2705401,"Milk, evaporated, fat free (skim)",7.55,78,11.35,115,1 cup,252
2705401,"Milk, evaporated, fat free (skim)",7.55,78,11.35,115,Guideline amount per fl oz of beverage,2.6
2705402,"Milk, condensed, sweetened",7.91,321,54.4,127,1 cup,304
2705402,"Milk, condensed, sweetened",7.91,321,54.4,127,1 fl oz,38
2705402,"Milk, condensed, sweetened",7.91,321,54.4,127,Quantity not specified,19
2705403,"Non-dairy milk, NFS",1.14,31,2.03,51,1 fl oz,30.5
2705403,"Non-dairy milk, NFS",1.14,31,2.03,51,Quantity not specified,244
2705403,"Non-dairy milk, NFS",1.14,31,2.03,51,Guideline amount per cup of hot cereal,61
2705403,"Non-dairy milk, NFS",1.14,31,2.03,51,1 cup,244
2705403,"Non-dairy milk, NFS",1.14,31,2.03,51,Guideline amount per fl oz of beverage,2.5
2705404,"Soy milk, sweetened",3.41,53,4.53,33,Guideline amount per fl oz of beverage,2.5
2705404,"Soy milk, sweetened",3.41,53,4.53,33,1 cup,244
2705404,"Soy milk, sweetened",3.41,53,4.53,33,Quantity not specified,244
2705404,"Soy milk, sweetened",3.41,53,4.53,33,Guideline amount per cup of hot cereal,61
2705404,"Soy milk, sweetened",3.41,53,4.53,33,1 fl oz,30.5
2705405,"Soy milk, unsweetened",3.55,38,0.56,34,Guideline amount per fl oz of beverage,2.5
2705405,"Soy milk, unsweetened",3.55,38,0.56,34,Guideline amount per cup of hot cereal,61
2705405,"Soy milk, unsweetened",3.55,38,0.56,34,Quantity not specified,244
2705405,"Soy milk, unsweetened",3.55,38,0.56,34,1 cup,244
2705405,"Soy milk, unsweetened",3.55,38,0.56,34,1 fl oz,30.5
2705406,"Soy milk, chocolate",3.35,64,7.49,32,1 fl oz,30.5
2705406,"Soy milk, chocolate",3.35,64,7.49,32,1 cup,244
2705406,"Soy milk, chocolate",3.35,64,7.49,32,Quantity not specified,244
2705407,"Almond milk, sweetened",0.53,30,3.99,58,1 cup,244
2705407,"Almond milk, sweetened",0.53,30,3.99,58,Guideline amount per fl oz of beverage,2.5
2705407,"Almond milk, sweetened",0.53,30,3.99,58,1 fl oz,30.5
2705407,"Almond milk, sweetened",0.53,30,3.99,58,Quantity not specified,244
2705407,"Almond milk, sweetened",0.53,30,3.99,58,Guideline amount per cup of hot cereal,61
2705408,"Almond milk, chocolate",0.57,43,6.97,56,1 cup,244
2705408,"Almond milk, chocolate",0.57,43,6.97,56,Quantity not specified,244
2705408,"Almond milk, chocolate",0.57,43,6.97,56,1 fl oz,30.5
2705409,"Almond milk, unsweetened",0.55,15,0,60,Guideline amount per cup of hot cereal,61
2705409,"Almond milk, unsweetened",0.55,15,0,60,Quantity not specified,244
2705409,"Almond milk, unsweetened",0.55,15,0,60,1 cup,244
2705409,"Almond milk, unsweetened",0.55,15,0,60,Guideline amount per fl oz of beverage,2.5
2705409,"Almond milk, unsweetened",0.55,15,0,60,1 fl oz,30.5
2705410,"Almond milk, NFS",0.54,20,1.2,59,Guideline amount per fl oz of beverage,2.5
2705410,"Almond milk, NFS",0.54,20,1.2,59,Quantity not specified,244
2705410,"Almond milk, NFS",0.54,20,1.2,59,1 fl oz,30.5
2705410,"Almond milk, NFS",0.54,20,1.2,59,Guideline amount per cup of hot cereal,61
2705410,"Almond milk, NFS",0.54,20,1.2,59,1 cup,244
2705411,Rice milk,0.28,47,5.28,39,1 cup,244
2705411,Rice milk,0.28,47,5.28,39,Guideline amount per fl oz of beverage,2.5
2705411,Rice milk,0.28,47,5.28,39,1 fl oz,30.5
2705411,Rice milk,0.28,47,5.28,39,Guideline amount per cup of hot cereal,61
2705411,Rice milk,0.28,47,5.28,39,Quantity not specified,244
2705412,Oat milk,0.66,45,2.04,43,Quantity not specified,244
2705412,Oat milk,0.66,45,2.04,43,Guideline amount per cup of hot cereal,61
2705412,Oat milk,0.66,45,2.04,43,1 cup,244
2705412,Oat milk,0.66,45,2.04,43,Guideline amount per fl oz of beverage,2.5
2705412,Oat milk,0.66,45,2.04,43,1 fl oz,30.5
2705413,Coconut milk,0.21,31,2.5,19,Guideline amount per fl oz of beverage,2.5
2705413,Coconut milk,0.21,31,2.5,19,Quantity not specified,244
2705413,Coconut milk,0.21,31,2.5,19,1 cup,244
2705413,Coconut milk,0.21,31,2.5,19,1 fl oz,30.5
2705413,Coconut milk,0.21,31,2.5,19,Guideline amount per cup of hot cereal,61
2705414,"Yogurt, NFS",6.67,94,8.05,49,Quantity not specified,170
2705414,"Yogurt, NFS",6.67,94,8.05,49,1 4 oz container,113
2705414,"Yogurt, NFS",6.67,94,8.05,49,"1 container, NFS",170
2705414,"Yogurt, NFS",6.67,94,8.05,49,1 6 oz container,170
2705414,"Yogurt, NFS",6.67,94,8.05,49,1 cup,245
2705415,"Yogurt, Greek, NS as to type of milk or flavor",9.11,91,8.21,35,Quantity not specified,150
2705415,"Yogurt, Greek, NS as to type of milk or flavor",9.11,91,8.21,35,1 cup,245
2705415,"Yogurt, Greek, NS as to type of milk or flavor",9.11,91,8.21,35,1 5.3 oz container,150
2705415,"Yogurt, Greek, NS as to type of milk or flavor",9.11,91,8.21,35,1 6 oz container,170
2705415,"Yogurt, Greek, NS as to type of milk or flavor",9.11,91,8.21,35,"1 container, NFS",150
2705416,"Yogurt, NS as to type of milk or flavor",4.57,93,12.84,65,1 cup,245
2705416,"Yogurt, NS as to type of milk or flavor",4.57,93,12.84,65,"1 container, NFS",170
2705416,"Yogurt, NS as to type of milk or flavor",4.57,93,12.84,65,Quantity not specified,170
2705416,"Yogurt, NS as to type of milk or flavor",4.57,93,12.84,65,1 6 oz container,170
2705416,"Yogurt, NS as to type of milk or flavor",4.57,93,12.84,65,1 4 oz container,113
2705417,"Yogurt, NS as to type of milk, plain",5.25,63,7.04,70,1 cup,245
2705417,"Yogurt, NS as to type of milk, plain",5.25,63,7.04,70,"1 container, NFS",170
2705417,"Yogurt, NS as to type of milk, plain",5.25,63,7.04,70,1 6 oz container,170
2705417,"Yogurt, NS as to type of milk, plain",5.25,63,7.04,70,1 4 oz container,113
2705417,"Yogurt, NS as to type of milk, plain",5.25,63,7.04,70,Quantity not specified,170
2705418,"Yogurt, whole milk, plain",3.82,78,4.09,42,Quantity not specified,170
2705418,"Yogurt, whole milk, plain",3.82,78,4.09,42,1 cup,245
2705418,"Yogurt, whole milk, plain",3.82,78,4.09,42,1 6 oz container,170
2705418,"Yogurt, whole milk, plain",3.82,78,4.09,42,1 4 oz container,113
2705418,"Yogurt, whole milk, plain",3.82,78,4.09,42,"1 container, NFS",170
2705419,"Yogurt, low fat milk, plain",5.25,63,7.04,70,1 cup,245
2705419,"Yogurt, low fat milk, plain",5.25,63,7.04,70,1 4 oz container,113
2705419,"Yogurt, low fat milk, plain",5.25,63,7.04,70,1 6 oz container,170
2705419,"Yogurt, low fat milk, plain",5.25,63,7.04,70,Quantity not specified,170
2705419,"Yogurt, low fat milk, plain",5.25,63,7.04,70,"1 container, NFS",170
2705420,"Yogurt, nonfat milk, plain",4.23,50,7.68,51,Quantity not specified,170
2705420,"Yogurt, nonfat milk, plain",4.23,50,7.68,51,1 6 oz container,170
2705420,"Yogurt, nonfat milk, plain",4.23,50,7.68,51,"1 container, NFS",170
2705420,"Yogurt, nonfat milk, plain",4.23,50,7.68,51,1 cup,245
2705420,"Yogurt, nonfat milk, plain",4.23,50,7.68,51,1 4 oz container,113
2705421,"Yogurt, Greek, NS as to type of milk, plain",10.2,67,3.24,36,"1 container, NFS",150
2705421,"Yogurt, Greek, NS as to type of milk, plain",10.2,67,3.24,36,Quantity not specified,150
2705421,"Yogurt, Greek, NS as to type of milk, plain",10.2,67,3.24,36,1 5.3 oz container,150
2705421,"Yogurt, Greek, NS as to type of milk, plain",10.2,67,3.24,36,1 cup,245
2705421,"Yogurt, Greek, NS as to type of milk, plain",10.2,67,3.24,36,1 6 oz container,170
2705422,"Yogurt, Greek, whole milk, plain",8.78,94,3.25,34,"1 container, NFS",150
2705422,"Yogurt, Greek, whole milk, plain",8.78,94,3.25,34,1 cup,245
2705422,"Yogurt, Greek, whole milk, plain",8.78,94,3.25,34,Quantity not specified,150
2705422,"Yogurt, Greek, whole milk, plain",8.78,94,3.25,34,1 5.3 oz container,150
2705422,"Yogurt, Greek, whole milk, plain",8.78,94,3.25,34,1 6 oz container,170
2705423,"Yogurt, Greek, low fat milk, plain",10.2,67,3.24,36,Quantity not specified,150
2705423,"Yogurt, Greek, low fat milk, plain",10.2,67,3.24,36,"1 container, NFS",150
2705423,"Yogurt, Greek, low fat milk, plain",10.2,67,3.24,36,1 6 oz container,170
2705423,"Yogurt, Greek, low fat milk, plain",10.2,67,3.24,36,1 cup,245
2705423,"Yogurt, Greek, low fat milk, plain",10.2,67,3.24,36,1 5.3 oz container,150
2705424,"Yogurt, Greek, nonfat milk, plain",10.3,59,3.27,36,Quantity not specified,150
2705424,"Yogurt, Greek, nonfat milk, plain",10.3,59,3.27,36,1 6 oz container,170
2705424,"Yogurt, Greek, nonfat milk, plain",10.3,59,3.27,36,"1 container, NFS",150
2705424,"Yogurt, Greek, nonfat milk, plain",10.3,59,3.27,36,1 5.3 oz container,150
2705424,"Yogurt, Greek, nonfat milk, plain",10.3,59,3.27,36,1 cup,245
2705425,"Yogurt, NS as to type of milk, fruit",4.57,93,12.84,65,"1 container, NFS",170
2705425,"Yogurt, NS as to type of milk, fruit",4.57,93,12.84,65,1 6 oz container,170
2705425,"Yogurt, NS as to type of milk, fruit",4.57,93,12.84,65,Quantity not specified,170
2705425,"Yogurt, NS as to type of milk, fruit",4.57,93,12.84,65,1 cup,245
2705425,"Yogurt, NS as to type of milk, fruit",4.57,93,12.84,65,1 4 oz container,113
2705426,"Yogurt, whole milk, fruit",3.34,106,10.31,41,1 cup,245
2705426,"Yogurt, whole milk, fruit",3.34,106,10.31,41,1 4 oz container,113
2705426,"Yogurt, whole milk, fruit",3.34,106,10.31,41,1 6 oz container,170
2705426,"Yogurt, whole milk, fruit",3.34,106,10.31,41,"1 container, NFS",170
2705426,"Yogurt, whole milk, fruit",3.34,106,10.31,41,Quantity not specified,170
2705427,"Yogurt, low fat milk, fruit",4.57,93,12.84,65,1 6 oz container,170
2705427,"Yogurt, low fat milk, fruit",4.57,93,12.84,65,1 cup,245
2705427,"Yogurt, low fat milk, fruit",4.57,93,12.84,65,1 4 oz container,113
2705427,"Yogurt, low fat milk, fruit",4.57,93,12.84,65,"1 container, NFS",170
2705427,"Yogurt, low fat milk, fruit",4.57,93,12.84,65,Quantity not specified,170
2705428,"Yogurt, nonfat milk, fruit",3.64,46,7.09,45,Quantity not specified,170
2705428,"Yogurt, nonfat milk, fruit",3.64,46,7.09,45,1 6 oz container,170
2705428,"Yogurt, nonfat milk, fruit",3.64,46,7.09,45,"1 container, NFS",170
2705428,"Yogurt, nonfat milk, fruit",3.64,46,7.09,45,1 cup,245
2705428,"Yogurt, nonfat milk, fruit",3.64,46,7.09,45,1 4 oz container,113
2705429,"Yogurt, Greek, NS as to type of milk, fruit",9.11,91,8.21,35,1 5.3 oz container,150
2705429,"Yogurt, Greek, NS as to type of milk, fruit",9.11,91,8.21,35,"1 container, NFS",150
2705429,"Yogurt, Greek, NS as to type of milk, fruit",9.11,91,8.21,35,1 cup,245
2705429,"Yogurt, Greek, NS as to type of milk, fruit",9.11,91,8.21,35,1 6 oz container,170
2705429,"Yogurt, Greek, NS as to type of milk, fruit",9.11,91,8.21,35,Quantity not specified,150
2705430,"Yogurt, Greek, whole milk, fruit",7.85,114,8.23,34,Quantity not specified,150
2705430,"Yogurt, Greek, whole milk, fruit",7.85,114,8.23,34,1 6 oz container,170
2705430,"Yogurt, Greek, whole milk, fruit",7.85,114,8.23,34,"1 container, NFS",150
2705430,"Yogurt, Greek, whole milk, fruit",7.85,114,8.23,34,1 cup,245
2705430,"Yogurt, Greek, whole milk, fruit",7.85,114,8.23,34,1 5.3 oz container,150
2705431,"Yogurt, Greek, low fat milk, fruit",9.11,91,8.21,35,Quantity not specified,150
2705431,"Yogurt, Greek, low fat milk, fruit",9.11,91,8.21,35,1 6 oz container,170
2705431,"Yogurt, Greek, low fat milk, fruit",9.11,91,8.21,35,"1 container, NFS",150
2705431,"Yogurt, Greek, low fat milk, fruit",9.11,91,8.21,35,1 cup,245
2705431,"Yogurt, Greek, low fat milk, fruit",9.11,91,8.21,35,1 5.3 oz container,150
2705432,"Yogurt, Greek, nonfat milk, fruit",9.21,83,8.24,36,1 6 oz container,170
2705432,"Yogurt, Greek, nonfat milk, fruit",9.21,83,8.24,36,1 5.3 oz container,150
2705432,"Yogurt, Greek, nonfat milk, fruit",9.21,83,8.24,36,1 cup,245
2705432,"Yogurt, Greek, nonfat milk, fruit",9.21,83,8.24,36,"1 container, NFS",150
2705432,"Yogurt, Greek, nonfat milk, fruit",9.21,83,8.24,36,Quantity not specified,150
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",4.51,82,13.04,61,Quantity not specified,170
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",4.51,82,13.04,61,1 6 oz container,170
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",4.51,82,13.04,61,"1 container, NFS",170
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",4.51,82,13.04,61,1 cup,245
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",4.51,82,13.04,61,1 4 oz container,113
2705434,"Yogurt, whole milk, flavors other than fruit",3.28,95,10.5,36,Quantity not specified,170
2705434,"Yogurt, whole milk, flavors other than fruit",3.28,95,10.5,36,1 6 oz container,170
2705434,"Yogurt, whole milk, flavors other than fruit",3.28,95,10.5,36,"1 container, NFS",170
2705434,"Yogurt, whole milk, flavors other than fruit",3.28,95,10.5,36,1 4 oz container,113
2705434,"Yogurt, whole milk, flavors other than fruit",3.28,95,10.5,36,1 cup,245
2705435,"Yogurt, low fat milk, flavors other than fruit",4.51,82,13.04,61,1 cup,245
2705435,"Yogurt, low fat milk, flavors other than fruit",4.51,82,13.04,61,"1 container, NFS",170
2705435,"Yogurt, low fat milk, flavors other than fruit",4.51,82,13.04,61,Quantity not specified,170
2705435,"Yogurt, low fat milk, flavors other than fruit",4.51,82,13.04,61,1 6 oz container,170
2705435,"Yogurt, low fat milk, flavors other than fruit",4.51,82,13.04,61,1 4 oz container,113
2705436,"Yogurt, nonfat milk, flavors other than fruit",3.64,47,7.6,44,1 6 oz container,170
2705436,"Yogurt, nonfat milk, flavors other than fruit",3.64,47,7.6,44,"1 container, NFS",170
2705436,"Yogurt, nonfat milk, flavors other than fruit",3.64,47,7.6,44,1 cup,245
2705436,"Yogurt, nonfat milk, flavors other than fruit",3.64,47,7.6,44,Quantity not specified,170
2705436,"Yogurt, nonfat milk, flavors other than fruit",3.64,47,7.6,44,1 4 oz container,113
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",9.07,81,7.87,32,1 5.3 oz container,150
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",9.07,81,7.87,32,Quantity not specified,150
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",9.07,81,7.87,32,"1 container, NFS",150
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",9.07,81,7.87,32,1 cup,245
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",9.07,81,7.87,32,1 6 oz container,170
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",7.81,104,7.88,31,1 6 oz container,170
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",7.81,104,7.88,31,Quantity not specified,150
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",7.81,104,7.88,31,1 5.3 oz container,150
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",7.81,104,7.88,31,1 cup,245
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",7.81,104,7.88,31,"1 container, NFS",150
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",9.07,81,7.87,32,1 5.3 oz container,150
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",9.07,81,7.87,32,"1 container, NFS",150
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",9.07,81,7.87,32,1 6 oz container,170
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",9.07,81,7.87,32,1 cup,245
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",9.07,81,7.87,32,Quantity not specified,150
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",9.17,73,7.9,32,"1 container, NFS",150
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",9.17,73,7.9,32,1 6 oz container,170
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",9.17,73,7.9,32,Quantity not specified,150
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",9.17,73,7.9,32,1 5.3 oz container,150
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",9.17,73,7.9,32,1 cup,245
2705441,"Yogurt, Greek, with oats",9.22,149,10.74,58,Quantity not specified,150
2705441,"Yogurt, Greek, with oats",9.22,149,10.74,58,1 cup,245
2705441,"Yogurt, Greek, with oats",9.22,149,10.74,58,"1 container, NFS",150
2705441,"Yogurt, Greek, with oats",9.22,149,10.74,58,1 5.3 oz container,150
2705442,"Yogurt, liquid",3.65,74,10.27,53,1 bottle,150
2705442,"Yogurt, liquid",3.65,74,10.27,53,Quantity not specified,150
2705442,"Yogurt, liquid",3.65,74,10.27,53,1 cup,245
2705443,Yogurt tube,4.34,81,11.4,60,1 tube,75
2705443,Yogurt tube,4.34,81,11.4,60,Quantity not specified,75
2705444,"Chipotle dip, yogurt based",7.93,189,2.97,636,1 individual container,70
2705444,"Chipotle dip, yogurt based",7.93,189,2.97,636,1 tablespoon,15
2705444,"Chipotle dip, yogurt based",7.93,189,2.97,636,Quantity not specified,60
2705445,"Onion dip, yogurt based",6.82,160,3.38,507,Quantity not specified,60
2705445,"Onion dip, yogurt based",6.82,160,3.38,507,1 tablespoon,15
2705445,"Onion dip, yogurt based",6.82,160,3.38,507,1 individual container,70
2705446,"Ranch dip, yogurt based",8.48,195,3.41,646,Quantity not specified,60
2705446,"Ranch dip, yogurt based",8.48,195,3.41,646,1 tablespoon,15
2705446,"Ranch dip, yogurt based",8.48,195,3.41,646,1 individual container,70
2705447,"Spinach dip, yogurt based",7.02,159,3.04,514,1 individual container,70
2705447,"Spinach dip, yogurt based",7.02,159,3.04,514,Quantity not specified,60
2705447,"Spinach dip, yogurt based",7.02,159,3.04,514,1 tablespoon,15
2705448,Tzatziki dip,5.22,91,2.5,307,1 tablespoon,15
2705448,Tzatziki dip,5.22,91,2.5,307,Quantity not specified,60
2705448,Tzatziki dip,5.22,91,2.5,307,1 individual container,70
2705449,"Vegetable dip, yogurt based",8.16,191,2.99,641,1 individual container,70
2705449,"Vegetable dip, yogurt based",8.16,191,2.99,641,Quantity not specified,60
2705449,"Vegetable dip, yogurt based",8.16,191,2.99,641,1 tablespoon,15
2705450,"Yogurt parfait, with fruit",5.25,104,10.36,44,1 McDonald's parfait,150
2705450,"Yogurt parfait, with fruit",5.25,104,10.36,44,Quantity not specified,150
2705451,"Frozen yogurt, NFS",3,127,19.92,63,1 scoop,160
2705451,"Frozen yogurt, NFS",3,127,19.92,63,1 cup,175
2705451,"Frozen yogurt, NFS",3,127,19.92,63,1 large ice cream cup,480
2705451,"Frozen yogurt, NFS",3,127,19.92,63,1 small ice cream cup,160
2705451,"Frozen yogurt, NFS",3,127,19.92,63,1 medium ice cream cup,320
2705451,"Frozen yogurt, NFS",3,127,19.92,63,Quantity not specified,175
2705452,"Frozen yogurt, vanilla",3,127,19.92,63,1 cup,175
2705452,"Frozen yogurt, vanilla",3,127,19.92,63,1 small ice cream cup,160
2705452,"Frozen yogurt, vanilla",3,127,19.92,63,Quantity not specified,175
2705452,"Frozen yogurt, vanilla",3,127,19.92,63,1 large ice cream cup,480
2705452,"Frozen yogurt, vanilla",3,127,19.92,63,1 medium ice cream cup,320
2705452,"Frozen yogurt, vanilla",3,127,19.92,63,1 scoop,160
2705453,"Frozen yogurt, chocolate",3,131,19.24,63,1 cup,175
2705453,"Frozen yogurt, chocolate",3,131,19.24,63,1 large ice cream cup,480
2705453,"Frozen yogurt, chocolate",3,131,19.24,63,1 medium ice cream cup,320
