fdc_id,description,protein,calories,sugar,sodium,portion_description,gram_weight
2708884,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",3.76,114,2.72,294,1 large microwavable bowl,411
2708884,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",3.76,114,2.72,294,1 cup,250
2708884,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",3.76,114,2.72,294,1 can,425
2708884,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",3.76,114,2.72,294,1 Spaghettio's snack size microwavable tray,170
2708884,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",3.76,114,2.72,294,1 microwavable cup,213
2708885,"Pasta, whole grain, with tomato-based sauce and meat, restaurant",5.52,174,2.35,385,Quantity not specified,250
2708885,"Pasta, whole grain, with tomato-based sauce and meat, restaurant",5.52,174,2.35,385,1 cup,250
2708886,"Pasta, whole grain, with tomato-based sauce and meat, home recipe",5.96,121,2.54,200,Quantity not specified,250
2708886,"Pasta, whole grain, with tomato-based sauce and meat, home recipe",5.96,121,2.54,200,1 cup,250
2708887,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",5.83,134,2.48,336,1 can,425
2708887,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",5.83,134,2.48,336,Quantity not specified,250
2708887,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",5.83,134,2.48,336,1 microwavable cup,213
2708887,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",5.83,134,2.48,336,1 Spaghettio's snack size microwavable tray,170
2708887,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",5.83,134,2.48,336,1 large microwavable bowl,411
2708887,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",5.83,134,2.48,336,1 cup,250
2708888,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",5.57,172,2.16,349,1 cup,250
2708888,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",5.57,172,2.16,349,Quantity not specified,250
2708889,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",6.01,119,2.33,162,Quantity not specified,250
2708889,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",6.01,119,2.33,162,1 cup,250
2708890,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",5.88,133,2.28,299,Quantity not specified,250
2708890,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",5.88,133,2.28,299,1 large microwavable bowl,411
2708890,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",5.88,133,2.28,299,1 microwavable cup,213
2708890,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",5.88,133,2.28,299,1 cup,250
2708890,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",5.88,133,2.28,299,1 can,425
2708890,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",5.88,133,2.28,299,1 Spaghettio's snack size microwavable tray,170
2708891,"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",5.68,167,2.35,384,1 cup,250
2708891,"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",5.68,167,2.35,384,Quantity not specified,250
2708892,"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",6.14,113,2.54,199,1 cup,250
2708892,"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",6.14,113,2.54,199,Quantity not specified,250
2708893,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",6,127,2.48,335,1 cup,250
2708893,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",6,127,2.48,335,Quantity not specified,250
2708893,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",6,127,2.48,335,1 Spaghettio's snack size microwavable tray,170
2708893,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",6,127,2.48,335,1 microwavable cup,213
2708893,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",6,127,2.48,335,1 large microwavable bowl,411
2708893,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",6,127,2.48,335,1 can,425
2708894,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",5.72,165,2.16,349,Quantity not specified,250
2708894,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",5.72,165,2.16,349,1 cup,250
2708895,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",6.18,111,2.33,161,Quantity not specified,250
2708895,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",6.18,111,2.33,161,1 cup,250
2708896,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",6.05,125,2.28,298,1 can,425
2708896,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",6.05,125,2.28,298,Quantity not specified,250
2708896,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",6.05,125,2.28,298,1 Spaghettio's snack size microwavable tray,170
2708896,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",6.05,125,2.28,298,1 cup,250
2708896,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",6.05,125,2.28,298,1 microwavable cup,213
2708896,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",6.05,125,2.28,298,1 large microwavable bowl,411
2708897,"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",5.26,162,2.35,394,Quantity not specified,250
2708897,"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",5.26,162,2.35,394,1 cup,250
2708898,"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",5.67,108,2.54,210,Quantity not specified,250
2708898,"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",5.67,108,2.54,210,1 cup,250
2708899,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",5.55,122,2.48,346,1 microwavable cup,213
2708899,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",5.55,122,2.48,346,1 large microwavable bowl,411
2708899,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",5.55,122,2.48,346,1 can,425
2708899,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",5.55,122,2.48,346,1 Spaghettio's snack size microwavable tray,170
2708899,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",5.55,122,2.48,346,Quantity not specified,250
2708899,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",5.55,122,2.48,346,1 cup,250
2708900,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",5.3,160,2.16,359,1 cup,250
2708900,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",5.3,160,2.16,359,Quantity not specified,250
2708901,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",5.72,106,2.33,172,1 cup,250
2708901,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",5.72,106,2.33,172,Quantity not specified,250
2708902,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",5.59,120,2.28,309,1 cup,250
2708902,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",5.59,120,2.28,309,1 Spaghettio's snack size microwavable tray,170
2708902,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",5.59,120,2.28,309,Quantity not specified,250
2708902,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",5.59,120,2.28,309,1 large microwavable bowl,411
2708902,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",5.59,120,2.28,309,1 microwavable cup,213
2708902,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",5.59,120,2.28,309,1 can,425
2708903,"Pasta, whole grain, with cream sauce, restaurant",3.81,200,0.76,578,1 cup,250
2708903,"Pasta, whole grain, with cream sauce, restaurant",3.81,200,0.76,578,Quantity not specified,250
2708904,"Pasta, whole grain, with cream sauce, home recipe",4.13,150,0.82,268,Quantity not specified,250
2708904,"Pasta, whole grain, with cream sauce, home recipe",4.13,150,0.82,268,1 cup,250
2708905,"Pasta, whole grain, with cream sauce, ready-to-heat",4.04,163,0.81,402,1 microwavable cup,213
2708905,"Pasta, whole grain, with cream sauce, ready-to-heat",4.04,163,0.81,402,Quantity not specified,250
2708905,"Pasta, whole grain, with cream sauce, ready-to-heat",4.04,163,0.81,402,1 Spaghettio's snack size microwavable tray,170
2708905,"Pasta, whole grain, with cream sauce, ready-to-heat",4.04,163,0.81,402,1 cup,250
2708905,"Pasta, whole grain, with cream sauce, ready-to-heat",4.04,163,0.81,402,1 can,425
2708905,"Pasta, whole grain, with cream sauce, ready-to-heat",4.04,163,0.81,402,1 large microwavable bowl,411
2708906,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",3.79,187,1,521,1 cup,250
2708906,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",3.79,187,1,521,Quantity not specified,250
2708907,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",4.1,136,1.08,206,1 cup,250
2708907,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",4.1,136,1.08,206,Quantity not specified,250
2708908,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4.01,149,1.06,342,Quantity not specified,250
2708908,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4.01,149,1.06,342,1 microwavable cup,213
2708908,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4.01,149,1.06,342,1 large microwavable bowl,411
2708908,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4.01,149,1.06,342,1 can,425
2708908,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4.01,149,1.06,342,1 cup,250
2708908,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4.01,149,1.06,342,1 Spaghettio's snack size microwavable tray,170
2708909,"Pasta, whole grain, with cream sauce and meat, restaurant",5.76,209,0.68,564,1 cup,250
2708909,"Pasta, whole grain, with cream sauce and meat, restaurant",5.76,209,0.68,564,Quantity not specified,250
2708910,"Pasta, whole grain, with cream sauce and meat, home recipe",6.24,160,0.74,252,Quantity not specified,250
2708910,"Pasta, whole grain, with cream sauce and meat, home recipe",6.24,160,0.74,252,1 cup,250
2708911,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",6.11,172,0.73,387,1 microwavable cup,213
2708911,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",6.11,172,0.73,387,1 cup,250
2708911,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",6.11,172,0.73,387,1 can,425
2708911,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",6.11,172,0.73,387,Quantity not specified,250
2708911,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",6.11,172,0.73,387,1 large microwavable bowl,411
2708911,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",6.11,172,0.73,387,1 Spaghettio's snack size microwavable tray,170
2708912,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",5.74,199,0.88,517,Quantity not specified,250
2708912,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",5.74,199,0.88,517,1 cup,250
2708913,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",6.22,149,0.95,202,Quantity not specified,250
2708913,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",6.22,149,0.95,202,1 cup,250
2708914,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",6.09,162,0.93,338,1 can,425
2708914,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",6.09,162,0.93,338,1 cup,250
2708914,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",6.09,162,0.93,338,Quantity not specified,250
2708914,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",6.09,162,0.93,338,1 Spaghettio's snack size microwavable tray,170
2708914,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",6.09,162,0.93,338,1 large microwavable bowl,411
2708914,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",6.09,162,0.93,338,1 microwavable cup,213
2708915,"Pasta, whole grain, with cream sauce and poultry, restaurant",5.92,202,0.68,563,1 cup,250
2708915,"Pasta, whole grain, with cream sauce and poultry, restaurant",5.92,202,0.68,563,Quantity not specified,250
2708916,"Pasta, whole grain, with cream sauce and poultry, home recipe",6.42,152,0.74,251,Quantity not specified,250
2708916,"Pasta, whole grain, with cream sauce and poultry, home recipe",6.42,152,0.74,251,1 cup,250
2708917,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",6.28,165,0.73,386,1 cup,250
2708917,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",6.28,165,0.73,386,1 microwavable cup,213
2708917,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",6.28,165,0.73,386,1 Spaghettio's snack size microwavable tray,170
2708917,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",6.28,165,0.73,386,Quantity not specified,250
2708917,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",6.28,165,0.73,386,1 can,425
2708917,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",6.28,165,0.73,386,1 large microwavable bowl,411
2708918,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant",5.9,192,0.88,516,1 cup,250
2708918,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant",5.9,192,0.88,516,Quantity not specified,250
2708919,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe",6.39,141,0.95,201,Quantity not specified,250
2708919,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe",6.39,141,0.95,201,1 cup,250
2708920,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",6.26,154,0.93,337,Quantity not specified,250
2708920,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",6.26,154,0.93,337,1 can,425
2708920,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",6.26,154,0.93,337,1 large microwavable bowl,411
2708920,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",6.26,154,0.93,337,1 microwavable cup,213
2708920,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",6.26,154,0.93,337,1 Spaghettio's snack size microwavable tray,170
2708920,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",6.26,154,0.93,337,1 cup,250
2708921,"Pasta, whole grain, with cream sauce and seafood, restaurant",5.5,197,0.68,573,1 cup,250
2708921,"Pasta, whole grain, with cream sauce and seafood, restaurant",5.5,197,0.68,573,Quantity not specified,250
2708922,"Pasta, whole grain, with cream sauce and seafood, home recipe",5.95,147,0.74,262,1 cup,250
2708922,"Pasta, whole grain, with cream sauce and seafood, home recipe",5.95,147,0.74,262,Quantity not specified,250
2708923,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",5.82,160,0.73,397,1 can,425
2708923,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",5.82,160,0.73,397,1 microwavable cup,213
2708923,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",5.82,160,0.73,397,Quantity not specified,250
2708923,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",5.82,160,0.73,397,1 cup,250
2708923,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",5.82,160,0.73,397,1 large microwavable bowl,411
2708923,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",5.82,160,0.73,397,1 Spaghettio's snack size microwavable tray,170
2708924,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant",5.48,187,0.88,526,1 cup,250
2708924,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant",5.48,187,0.88,526,Quantity not specified,250
2708925,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe",5.93,136,0.95,212,Quantity not specified,250
2708925,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe",5.93,136,0.95,212,1 cup,250
2708926,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",5.8,149,0.93,348,1 cup,250
2708926,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",5.8,149,0.93,348,1 can,425
2708926,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",5.8,149,0.93,348,Quantity not specified,250
2708926,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",5.8,149,0.93,348,1 Spaghettio's snack size microwavable tray,170
2708926,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",5.8,149,0.93,348,1 microwavable cup,213
2708926,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",5.8,149,0.93,348,1 large microwavable bowl,411
2708927,Pasta with tomato-based sauce and beans or lentils,5.23,125,2.2,250,1 cup,227
2708927,Pasta with tomato-based sauce and beans or lentils,5.23,125,2.2,250,Quantity not specified,227
2708928,"Macaroni or noodles, creamed, with cheese",4.72,158,0.68,260,Quantity not specified,230
2708928,"Macaroni or noodles, creamed, with cheese",4.72,158,0.68,260,1 cup,230
2708929,"Macaroni or noodles, creamed, with cheese and tuna",7.85,143,0.54,252,Quantity not specified,230
2708929,"Macaroni or noodles, creamed, with cheese and tuna",7.85,143,0.54,252,1 cup,230
2708930,Flavored pasta,2.47,87,0.99,174,"1 oz, dry, yields",115
2708930,Flavored pasta,2.47,87,0.99,174,1 cup,185
2708930,Flavored pasta,2.47,87,0.99,174,Quantity not specified,185
2708931,"Yat Ga Mein with meat, fish, or poultry",10.36,134,1.54,354,Quantity not specified,205
2708931,"Yat Ga Mein with meat, fish, or poultry",10.36,134,1.54,354,1 cup,205
2708932,"Macaroni or pasta salad, made with mayonnaise",4.46,221,1.85,204,Quantity not specified,136
2708932,"Macaroni or pasta salad, made with mayonnaise",4.46,221,1.85,204,1 cup,204
2708933,"Macaroni or pasta salad, made with light mayonnaise",4.32,159,2.3,239,Quantity not specified,136
2708933,"Macaroni or pasta salad, made with light mayonnaise",4.32,159,2.3,239,1 cup,204
2708934,"Macaroni or pasta salad, made with mayonnaise-type salad dressing",4.38,160,3.28,211,Quantity not specified,136
2708934,"Macaroni or pasta salad, made with mayonnaise-type salad dressing",4.38,160,3.28,211,1 cup,204
2708935,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing",4.32,159,2.3,239,Quantity not specified,136
2708935,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing",4.32,159,2.3,239,1 cup,204
2708936,"Macaroni or pasta salad, made with Italian dressing",3.7,133,2.37,226,Quantity not specified,136
2708936,"Macaroni or pasta salad, made with Italian dressing",3.7,133,2.37,226,1 cup,204
2708937,"Macaroni or pasta salad, made with light Italian dressing",3.68,116,2.19,216,1 cup,204
2708937,"Macaroni or pasta salad, made with light Italian dressing",3.68,116,2.19,216,Quantity not specified,136
2708938,"Macaroni or pasta salad, made with creamy dressing",3.8,156,1.65,206,Quantity not specified,136
2708938,"Macaroni or pasta salad, made with creamy dressing",3.8,156,1.65,206,1 cup,204
2708939,"Macaroni or pasta salad, made with light creamy dressing",3.82,123,1.78,210,Quantity not specified,136
2708939,"Macaroni or pasta salad, made with light creamy dressing",3.82,123,1.78,210,1 cup,204
2708940,"Macaroni or pasta salad, made with any type of fat free dressing",4.25,134,3.42,239,Quantity not specified,136
2708940,"Macaroni or pasta salad, made with any type of fat free dressing",4.25,134,3.42,239,1 cup,204
2708941,Macaroni or pasta salad with egg,5.18,215,1.79,197,1 cup,204
2708941,Macaroni or pasta salad with egg,5.18,215,1.79,197,Quantity not specified,136
2708942,Macaroni or pasta salad with tuna,6.69,200,1.57,206,1 cup,204
2708942,Macaroni or pasta salad with tuna,6.69,200,1.57,206,Quantity not specified,136
2708943,Macaroni or pasta salad with crab meat,6.48,201,1.57,233,1 cup,204
2708943,Macaroni or pasta salad with crab meat,6.48,201,1.57,233,Quantity not specified,136
2708944,Macaroni or pasta salad with shrimp,6.86,203,1.57,304,Quantity not specified,136
2708944,Macaroni or pasta salad with shrimp,6.86,203,1.57,304,1 cup,204
2708945,Macaroni or pasta salad with tuna and egg,7.14,197,1.53,200,Quantity not specified,136
2708945,Macaroni or pasta salad with tuna and egg,7.14,197,1.53,200,1 cup,204
2708946,Macaroni or pasta salad with chicken,7.82,213,1.57,225,1 cup,204
2708946,Macaroni or pasta salad with chicken,7.82,213,1.57,225,Quantity not specified,136
2708947,Macaroni or pasta salad with cheese,6.89,246,1.66,262,1 cup,204
2708947,Macaroni or pasta salad with cheese,6.89,246,1.66,262,Quantity not specified,136
2708948,Macaroni or pasta salad with meat,7.65,211,1.56,378,Quantity not specified,136
2708948,Macaroni or pasta salad with meat,7.65,211,1.56,378,1 cup,204
2708949,Noodle pudding,5.94,209,11.08,68,1 cup,200
2708949,Noodle pudding,5.94,209,11.08,68,1 cubic inch,10
2708949,Noodle pudding,5.94,209,11.08,68,Quantity not specified,100
2708950,"Bibimbap, Korean",5.5,76,1.52,435,1 cup,162
2708950,"Bibimbap, Korean",5.5,76,1.52,435,Quantity not specified,121
2708951,"Rice, fried, meatless",3.84,174,0.62,361,1 cup,166
2708951,"Rice, fried, meatless",3.84,174,0.62,361,Quantity not specified,166
2708952,"Rice, fried, NFS",3.84,174,0.62,361,Quantity not specified,198
2708952,"Rice, fried, NFS",3.84,174,0.62,361,1 cup,198
2708953,"Rice, fried, with chicken",7.28,173,0.53,359,1 cup,198
2708953,"Rice, fried, with chicken",7.28,173,0.53,359,Quantity not specified,198
2708954,"Rice, fried, with pork",7.56,179,0.53,316,Quantity not specified,198
2708954,"Rice, fried, with pork",7.56,179,0.53,316,1 cup,198
2708955,"Rice, fried, with beef",7.86,178,0.53,313,1 cup,198
2708955,"Rice, fried, with beef",7.86,178,0.53,313,Quantity not specified,198
2708956,"Rice, fried, with shrimp",6.68,166,0.53,324,1 cup,198
2708956,"Rice, fried, with shrimp",6.68,166,0.53,324,Quantity not specified,198
2708957,"Dukboki or Tteokbokki, Korean",4.11,131,1.52,198,Quantity not specified,187
2708957,"Dukboki or Tteokbokki, Korean",4.11,131,1.52,198,1 cup,250
2708958,"Adobo, with rice",17.69,181,0.03,522,1 cup,244
2708958,"Adobo, with rice",17.69,181,0.03,522,Quantity not specified,244
2708959,"Sushi, NFS",2.92,94,2.13,428,1 piece,30
2708959,"Sushi, NFS",2.92,94,2.13,428,Quantity not specified,180
2708959,"Sushi, NFS",2.92,94,2.13,428,1 cup,150
2708960,"Sushi roll, avocado",1.8,93,1.21,361,1 cup,150
2708960,"Sushi roll, avocado",1.8,93,1.21,361,1 piece,30
2708960,"Sushi roll, avocado",1.8,93,1.21,361,Quantity not specified,180
2708961,"Sushi roll, California",2.92,94,2.13,428,1 piece,30
2708961,"Sushi roll, California",2.92,94,2.13,428,Quantity not specified,180
2708961,"Sushi roll, California",2.92,94,2.13,428,1 cup,150
2708962,"Sushi roll, eel",5.95,116,0.92,343,1 piece,30
2708962,"Sushi roll, eel",5.95,116,0.92,343,1 cup,150
2708962,"Sushi roll, eel",5.95,116,0.92,343,Quantity not specified,180
2708963,"Sushi roll, salmon",6.88,103,0.92,350,1 piece,30
2708963,"Sushi roll, salmon",6.88,103,0.92,350,Quantity not specified,180
2708963,"Sushi roll, salmon",6.88,103,0.92,350,1 cup,150
2708964,"Sushi roll, shrimp",7.01,100,0.92,358,1 cup,150
2708964,"Sushi roll, shrimp",7.01,100,0.92,358,Quantity not specified,180
2708964,"Sushi roll, shrimp",7.01,100,0.92,358,1 piece,30
2708965,Sushi roll tuna,7.4,97,0.92,342,Quantity not specified,180
2708965,Sushi roll tuna,7.4,97,0.92,342,1 piece,30
2708965,Sushi roll tuna,7.4,97,0.92,342,1 cup,150
2708966,"Sushi roll, vegetable",1.8,93,1.21,361,1 cup,132
2708966,"Sushi roll, vegetable",1.8,93,1.21,361,1 piece,22
2708966,"Sushi roll, vegetable",1.8,93,1.21,361,Quantity not specified,132
2708967,"Sushi, topped with crab",3.85,95,2.97,474,1 piece,35
2708967,"Sushi, topped with crab",3.85,95,2.97,474,Quantity not specified,210
2708967,"Sushi, topped with crab",3.85,95,2.97,474,1 cup,140
2708968,"Sushi, topped with eel",7.6,126,0.8,308,1 cup,140
2708968,"Sushi, topped with eel",7.6,126,0.8,308,Quantity not specified,210
2708968,"Sushi, topped with eel",7.6,126,0.8,308,1 piece,35
2708969,"Sushi, topped with salmon",8.92,107,0.8,317,Quantity not specified,210
2708969,"Sushi, topped with salmon",8.92,107,0.8,317,1 cup,140
2708969,"Sushi, topped with salmon",8.92,107,0.8,317,1 piece,35
2708970,"Sushi, topped with shrimp",9.1,103,0.8,329,1 cup,140
2708970,"Sushi, topped with shrimp",9.1,103,0.8,329,1 piece,35
2708970,"Sushi, topped with shrimp",9.1,103,0.8,329,Quantity not specified,210
2708971,"Sushi, topped with tuna",9.66,100,0.8,306,1 cup,140
2708971,"Sushi, topped with tuna",9.66,100,0.8,306,Quantity not specified,210
2708971,"Sushi, topped with tuna",9.66,100,0.8,306,1 piece,35
2708972,"Sushi, topped with egg",7.32,119,0.69,338,1 cup,150
2708972,"Sushi, topped with egg",7.32,119,0.69,338,1 piece,50
2708972,"Sushi, topped with egg",7.32,119,0.69,338,Quantity not specified,200
2708973,"Seafood paella, Puerto Rican style",7.59,146,0.85,231,Quantity not specified,288
2708973,"Seafood paella, Puerto Rican style",7.59,146,0.85,231,1 cup,230
2708974,"Soupy rice with chicken, Puerto Rican style",12.07,151,1.17,754,Quantity not specified,329
2708974,"Soupy rice with chicken, Puerto Rican style",12.07,151,1.17,754,"1 cup, boneless",263
2708974,"Soupy rice with chicken, Puerto Rican style",12.07,151,1.17,754,"1 cup, NFS",263
2708974,"Soupy rice with chicken, Puerto Rican style",12.07,151,1.17,754,"1 cup, with bone (yield after bone removed)",215
2708975,"Soupy rice mixture with chicken and potatoes, Puerto Rican style",6.34,112,0.59,290,Quantity not specified,300
2708975,"Soupy rice mixture with chicken and potatoes, Puerto Rican style",6.34,112,0.59,290,1 cup,240
2708976,"Stewed rice, Puerto Rican style",3.96,224,0.34,654,1 cup,170
2708976,"Stewed rice, Puerto Rican style",3.96,224,0.34,654,Quantity not specified,127
2708977,"Rice with squid, Puerto Rican style",8.87,264,1.1,559,1 cup,160
2708977,"Rice with squid, Puerto Rican style",8.87,264,1.1,559,Quantity not specified,120
2708978,"Rice with vienna sausage, Puerto Rican style",6.46,269,0.41,959,1 cup,180
2708978,"Rice with vienna sausage, Puerto Rican style",6.46,269,0.41,959,Quantity not specified,112
2708979,"Rice with Spanish sausage, Puerto Rican style",8.39,289,0.4,943,1 cup,180
2708979,"Rice with Spanish sausage, Puerto Rican style",8.39,289,0.4,943,Quantity not specified,112
2708980,"Rice with stewed beans, Puerto Rican style",3.66,138,0.1,464,Quantity not specified,141
2708980,"Rice with stewed beans, Puerto Rican style",3.66,138,0.1,464,1 cup,188
2708981,"Congee, with meat, poultry, and/or seafood",4.34,58,0.01,246,Quantity not specified,255
2708981,"Congee, with meat, poultry, and/or seafood",4.34,58,0.01,246,1 cup,255
2708982,"Congee, with meat, poultry, and/or seafood, and vegetables",2.73,48,0.19,241,1 cup,255
2708982,"Congee, with meat, poultry, and/or seafood, and vegetables",2.73,48,0.19,241,Quantity not specified,255
2708983,"Congee, with vegetables",1.12,38,0.37,235,1 cup,255
2708983,"Congee, with vegetables",1.12,38,0.37,235,Quantity not specified,255
2708984,"Congee, with egg",3.12,60,0.05,213,1 cup,255
